@relation weld

@attribute fqCaller string
@attribute fqCalls string

@data
'org.jboss.forge.shell.Bootstrap.run','org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.Weld.shutdown org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.Weld.shutdown'
'org.switchyard.deployment.CDIBeanManagerJNDIDeployer.BinderVisitor.visit','org.jboss.weld.integration.util.IdFactory.getIdFromClassLoader'
'org.infinispan.cdi.test.tck.CDIBeanProvider.CDIBeanProvider','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.getBeanManager'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.setup','org.jboss.weld.bootstrap.WeldBootstrap.<init> org.jboss.weld.bootstrap.WeldBootstrap.startContainer org.jboss.weld.bootstrap.spi.Deployment.getBeanDeploymentArchives org.jboss.weld.bootstrap.WeldBootstrap.getManager'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.teardown','org.jboss.weld.bootstrap.WeldBootstrap.shutdown'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.createDeployment','org.jboss.weld.bootstrap.api.helpers.SimpleServiceRegistry.<init> org.jboss.weld.bootstrap.spi.BeanDeploymentArchive.<init> org.jboss.weld.bootstrap.spi.Deployment.<init>'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.getBeansXml','org.jboss.weld.bootstrap.WeldBootstrap.parse'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.getServices','org.jboss.weld.bootstrap.spi.BeanDeploymentArchive.getServices'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.setup','org.jboss.weld.bootstrap.WeldBootstrap.<init> org.jboss.weld.context.api.helpers.ConcurrentHashMapBeanStore.<init> org.jboss.weld.bootstrap.WeldBootstrap.startContainer org.jboss.weld.bootstrap.spi.Deployment.getBeanDeploymentArchives org.jboss.weld.bootstrap.WeldBootstrap.getManager'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.teardown','org.jboss.weld.bootstrap.WeldBootstrap.shutdown'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.createDeployment','org.jboss.weld.bootstrap.api.helpers.SimpleServiceRegistry.<init> org.jboss.weld.bootstrap.spi.BeanDeploymentArchive.<init> org.jboss.weld.bootstrap.spi.Deployment.<init>'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.getBeansXml','org.jboss.weld.bootstrap.WeldBootstrap.parse'
'org.jboss.arquillian.testenricher.cdi.CDIInjectionEnricherTestCase.getServices','org.jboss.weld.bootstrap.spi.BeanDeploymentArchive.getServices'
'liquibase.integration.cdi.CDILiquibaseTest.shouldntRunWhenShouldRunIsFalse','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.instance'
'liquibase.integration.cdi.CDILiquibaseTest.shouldRunWhenShouldRunIsTrue','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.instance'
'org.switchyard.test.mixins.CDIMixIn.initialize','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.event org.jboss.weld.environment.se.events.ContainerInitialized.<init>'
'org.switchyard.test.mixins.CDIMixIn.getBeanManager','org.jboss.weld.environment.se.WeldContainer.getBeanManager'
'org.switchyard.test.mixins.CDIMixIn.uninitialize','org.jboss.weld.environment.se.Weld.shutdown'
'org.jboss.errai.container.CDIServletStateListener.CDIServletStateListener','org.jboss.weld.environment.servlet.util.Reflections.newInstance org.jboss.weld.environment.servlet.util.Reflections.newInstance'
'org.jboss.errai.container.CDIServletStateListener.contextDestroyed','org.jboss.weld.bootstrap.api.Bootstrap.shutdown org.jboss.weld.environment.servlet.util.Reflections.classForName org.jboss.weld.environment.tomcat.WeldForwardingAnnotationProcessor.restoreAnnotationProcessor org.jboss.weld.environment.servlet.util.Reflections.classForName'
'org.jboss.errai.container.CDIServletStateListener.contextInitialized','org.jboss.weld.environment.servlet.deployment.ServletDeployment.<init> org.jboss.weld.environment.servlet.deployment.ServletDeployment.getWebAppBeanDeploymentArchive org.jboss.weld.environment.servlet.services.ServletResourceInjectionServices.<init> org.jboss.weld.bootstrap.api.Bootstrap.startContainer org.jboss.weld.environment.servlet.deployment.ServletDeployment.getWebAppBeanDeploymentArchive org.jboss.weld.bootstrap.api.Bootstrap.getManager org.jboss.weld.environment.servlet.util.Reflections.classForName org.jboss.weld.environment.tomcat.WeldForwardingAnnotationProcessor.replaceAnnotationProcessor org.jboss.weld.environment.servlet.util.Reflections.classForName org.jboss.weld.environment.servlet.util.Reflections.classForName org.jboss.weld.environment.jetty.JettyWeldInjector.getName org.jboss.weld.environment.servlet.util.Reflections.classForName org.jboss.weld.environment.tomcat7.WeldForwardingInstanceManager.replacInstanceManager org.jboss.weld.bootstrap.api.Bootstrap.deployBeans'
'org.drools.cdi.test.CDITestRunner.createTest','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.instance'
'org.jsr107.tck.annotations.cdi.test.CdiBeanProvider.CdiBeanProvider','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.getBeanManager'
'org.apache.struts2.cdi.CdiObjectFactoryTest.setUp','org.jboss.weld.environment.se.StartMain.<init> org.jboss.weld.environment.se.StartMain.go org.jboss.weld.environment.se.WeldContainer.getBeanManager'
'org.opaeum.environment.cdi.test.CdiTestEnvironment.resolveBean','org.jboss.weld.manager.BeanManagerImpl.getBeans org.jboss.weld.manager.BeanManagerImpl.resolve org.jboss.weld.manager.BeanManagerImpl.createCreationalContext org.jboss.weld.manager.BeanManagerImpl.getReference'
'org.opaeum.environment.cdi.test.CdiTestEnvironment.initializeDeployment','org.jboss.weld.mock.MockBeanDeploymentArchive.<init> org.jboss.weld.mock.MockDeployment.<init> org.jboss.weld.mock.MockBeanDeploymentArchive.setBeansXmlFiles org.jboss.weld.mock.MockBeanDeploymentArchive.setBeanClasses org.jboss.weld.mock.MockServletLifecycle.<init> org.jboss.weld.mock.MockServletLifecycle.initialize org.jboss.weld.mock.MockServletLifecycle.beginApplication'
'org.opaeum.environment.cdi.test.CdiTestEnvironment.afterRequest','org.jboss.weld.mock.MockServletLifecycle.endRequest org.jboss.weld.mock.MockServletLifecycle.endSession'
'org.opaeum.environment.cdi.test.CdiTestEnvironment.beforeRequest','org.jboss.weld.mock.MockServletLifecycle.beginSession org.jboss.weld.mock.MockServletLifecycle.beginRequest'
'org.opaeum.environment.cdi.test.CdiTestEnvironment.getImplementationClass','org.jboss.weld.manager.BeanManagerImpl.getBeans org.jboss.weld.manager.BeanManagerImpl.resolve'
'org.apache.deltaspike.cdise.weld.ContextController.stopApplicationScope','org.jboss.weld.context.ApplicationContext.isActive org.jboss.weld.context.AbstractSharedContext.getBeanStore'
'org.apache.deltaspike.cdise.weld.ContextController.startSessionScope','org.jboss.weld.context.bound.BoundSessionContext.associate org.jboss.weld.context.bound.BoundSessionContext.activate'
'org.apache.deltaspike.cdise.weld.ContextController.stopSessionScope','org.jboss.weld.context.bound.BoundSessionContext.isActive org.jboss.weld.context.bound.BoundSessionContext.invalidate org.jboss.weld.context.bound.BoundSessionContext.deactivate org.jboss.weld.context.bound.BoundSessionContext.dissociate'
'org.apache.deltaspike.cdise.weld.ContextController.startConversationScope','org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate'
'org.apache.deltaspike.cdise.weld.ContextController.stopConversationScope','org.jboss.weld.context.bound.BoundConversationContext.isActive org.jboss.weld.context.bound.BoundConversationContext.invalidate org.jboss.weld.context.bound.BoundConversationContext.deactivate org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.context.bound.BoundConversationContext.dissociate'
'org.apache.deltaspike.cdise.weld.ContextController.startRequestScope','org.jboss.weld.context.bound.BoundRequestContext.associate org.jboss.weld.context.bound.BoundRequestContext.activate'
'org.apache.deltaspike.cdise.weld.ContextController.stopRequestScope','org.jboss.weld.context.bound.BoundRequestContext.isActive org.jboss.weld.context.bound.BoundRequestContext.invalidate org.jboss.weld.context.bound.BoundRequestContext.deactivate org.jboss.weld.context.bound.BoundRequestContext.dissociate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.ConversationLifeCycleCreator.callback','org.jboss.weld.manager.api.WeldManager.getName org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.ConversationLifeCycleDestroyer.callback','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundConversationContext.getCurrentConversation org.jboss.weld.context.bound.BoundConversationContext.getCurrentConversation org.jboss.weld.context.bound.BoundConversationContext.invalidate org.jboss.weld.context.bound.BoundConversationContext.deactivate org.jboss.weld.context.bound.BoundConversationContext.dissociate'
'org.jboss.errai.cdi.server.events.ConversationalEventBean.ConversationalEventBean','org.jboss.weld.util.collections.Arrays2.asSet'
'org.jboss.errai.cdi.server.events.ConversationalEventBean.create','org.jboss.weld.Container.instance'
'org.jboss.errai.cdi.server.events.ConversationalEventImpl.fire','org.jboss.weld.manager.BeanManagerImpl.fireEvent org.jboss.weld.manager.BeanManagerImpl.fireEvent'
'net.ftlines.blog.cdidemo.cdi.ConversationalInterceptor.wrapInConversation','org.jboss.weld.context.ConversationContext.isActive org.jboss.weld.context.bound.BoundConversationContext.isActive org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate org.jboss.weld.context.bound.BoundConversationContext.deactivate org.jboss.weld.context.bound.BoundConversationContext.dissociate'
'org.jboss.seam.conversation.test.Deployments.baseDeployment','org.jboss.weld.environment.servlet.test.util.BeansXml.<init> org.jboss.weld.environment.servlet.test.util.BeansXml.<init>'
'org.jboss.as.weld.ejb.EjbDescriptorImpl.EjbDescriptorImpl','org.jboss.weld.resources.spi.ResourceLoader.classForName org.jboss.weld.resources.spi.ResourceLoader.classForName'
'org.jboss.as.weld.ejb.EjbRequestScopeActivationInterceptor.processInvocation','org.jboss.weld.manager.BeanManagerImpl.getContext org.jboss.weld.manager.BeanManagerImpl.getBeans org.jboss.weld.manager.BeanManagerImpl.resolve org.jboss.weld.manager.BeanManagerImpl.createCreationalContext org.jboss.weld.manager.BeanManagerImpl.getReference org.jboss.weld.context.ejb.EjbRequestContext.associate org.jboss.weld.context.ejb.EjbRequestContext.activate org.jboss.weld.context.ejb.EjbRequestContext.invalidate org.jboss.weld.context.ejb.EjbRequestContext.deactivate org.jboss.weld.context.ejb.EjbRequestContext.dissociate'
'pl.softwaremill.common.task.ExecuteWithRequestContext.doExecute','org.jboss.weld.context.bound.BoundRequestContext.associate org.jboss.weld.context.bound.BoundRequestContext.activate org.jboss.weld.context.bound.BoundRequestContext.invalidate org.jboss.weld.context.bound.BoundRequestContext.deactivate org.jboss.weld.context.bound.BoundRequestContext.dissociate'
'org.jbpm.executor.ExecutorModule.ExecutorModule','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.instance'
'org.jbpm.executor.ExecutorModule.dispose','org.jboss.weld.environment.se.Weld.shutdown'
'pl.softwaremill.common.cdi.autofactory.extension.FactoryInvocationHandler.invoke','org.jboss.weld.Container.instance org.jboss.weld.injection.ConstructorInjectionPoint.of org.jboss.weld.injection.CurrentInjectionPoint.push org.jboss.weld.injection.CurrentInjectionPoint.pop'
'com.ctp.javaone.example.helloworld.HelloWorldMain.main','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.instance org.jboss.weld.environment.se.WeldContainer.event org.jboss.weld.environment.se.events.ContainerInitialized.<init> org.jboss.weld.environment.se.Weld.shutdown'
'org.jboss.as.weld.injection.InjectableConstructor.InjectableConstructor','org.jboss.weld.manager.BeanManagerImpl.isQualifier org.jboss.weld.manager.BeanManagerImpl.getBeans org.jboss.weld.manager.BeanManagerImpl.resolve'
'org.jboss.as.weld.injection.InjectableConstructor.createInstance','org.jboss.weld.manager.BeanManagerImpl.getReference'
'org.jboss.as.weld.injection.InjectableField.inject','org.jboss.weld.manager.BeanManagerImpl.getReference'
'org.jboss.as.weld.injection.InjectableMethod.inject','org.jboss.weld.manager.BeanManagerImpl.getReference'
'org.beginningee6.tutorial.ItemBeanIT.init','org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate'
'org.apache.ode.server.ws.JAXWSTest.setUpBeforeClass','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager'
'org.apache.ode.server.ws.JAXWSTest.tearDownAfterClass','org.jboss.weld.environment.se.Weld.shutdown'
'org.jboss.as.jaxrs.deployment.JaxrsCdiIntegrationProcessor.deploy','org.jboss.weld.bootstrap.spi.Metadata<javax.enterprise.inject.spi.Extension>.getValue org.jboss.weld.bootstrap.spi.Metadata<javax.enterprise.inject.spi.Extension>.<init>'
'org.jboss.as.weld.ejb.Jsr299BindingsInterceptor.Jsr299BindingsInterceptor','org.jboss.weld.manager.BeanManagerImpl.getEjbDescriptor org.jboss.weld.manager.BeanManagerImpl.getBean org.jboss.weld.manager.BeanManagerImpl.createCreationalContext org.jboss.weld.ejb.spi.InterceptorBindings.getAllInterceptors'
'org.jboss.as.weld.ejb.Jsr299BindingsInterceptor.doMethodInterception','org.jboss.weld.ejb.spi.InterceptorBindings.getMethodInterceptors'
'org.jboss.as.weld.ejb.Jsr299BindingsInterceptor.doLifecycleInterception','org.jboss.weld.ejb.spi.InterceptorBindings.getLifecycleInterceptors'
'org.jboss.as.weld.ejb.Jsr299BindingsInterceptor.getInterceptorBindings','org.jboss.weld.manager.BeanManagerImpl.getServices org.jboss.weld.ejb.spi.helpers.ForwardingEjbServices.delegate'
'org.jboss.as.weld.ejb.Jsr299BindingsInterceptor.addInterceptorInstance','org.jboss.weld.manager.BeanManagerImpl.getContext org.jboss.weld.manager.BeanManagerImpl.getServices'
'org.drools.cdi.KProjectCDITest.test1','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.instance'
'org.drools.cdi.KProjectCDITest.TestWeldSEDeployment.TestWeldSEDeployment','org.jboss.weld.environment.se.discovery.ImmutableBeanDeploymentArchive.<init>'
'org.drools.cdi.KProjectExtension.fixURL','org.jboss.weld.environment.se.discovery.url.ClasspathScanningException.<init>'
'org.drools.kproject.KProjectTest.treatCreateMultpleJarAndFileResources','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.WeldContainer.getBeanManager org.jboss.weld.environment.se.Weld.shutdown'
'org.drools.kproject.KProjectTest.TestWeldSEDeployment.TestWeldSEDeployment','org.jboss.weld.environment.se.discovery.ImmutableBeanDeploymentArchive.<init>'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.createSession','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundSessionContext.associate org.jboss.weld.context.bound.BoundSessionContext.activate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.destroySession','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundSessionContext.invalidate org.jboss.weld.context.bound.BoundSessionContext.deactivate org.jboss.weld.context.bound.BoundSessionContext.dissociate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.createRequest','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundRequestContext.associate org.jboss.weld.context.bound.BoundRequestContext.activate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.destroyRequest','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundRequestContext.invalidate org.jboss.weld.context.bound.BoundRequestContext.deactivate org.jboss.weld.context.bound.BoundRequestContext.dissociate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.createConversation','org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.destroyConversation','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundConversationContext.getCurrentConversation org.jboss.weld.context.bound.BoundConversationContext.getCurrentConversation org.jboss.weld.context.bound.BoundConversationContext.invalidate org.jboss.weld.context.bound.BoundConversationContext.deactivate org.jboss.weld.context.bound.BoundConversationContext.dissociate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.createSession','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundSessionContext.associate org.jboss.weld.context.bound.BoundSessionContext.activate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.destroySession','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundSessionContext.invalidate org.jboss.weld.context.bound.BoundSessionContext.deactivate org.jboss.weld.context.bound.BoundSessionContext.dissociate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.createRequest','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundRequestContext.associate org.jboss.weld.context.bound.BoundRequestContext.activate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.destroyRequest','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundRequestContext.invalidate org.jboss.weld.context.bound.BoundRequestContext.deactivate org.jboss.weld.context.bound.BoundRequestContext.dissociate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.createConversation','org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate'
'org.jboss.arquillian.container.weld.ee.embedded_1_1.LifecycleHandler.destroyConversation','org.jboss.weld.manager.api.WeldManager.instance org.jboss.weld.context.bound.BoundConversationContext.getCurrentConversation org.jboss.weld.context.bound.BoundConversationContext.getCurrentConversation org.jboss.weld.context.bound.BoundConversationContext.invalidate org.jboss.weld.context.bound.BoundConversationContext.deactivate org.jboss.weld.context.bound.BoundConversationContext.dissociate'
'be.hehehe.supersonic.Main.run','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize'
'com.test.weld.Main.main','org.jboss.weld.environment.se.StartMain.main'
'com.ctp.javaone.montecarlo.Main.main','org.jboss.weld.environment.se.Weld.<init> org.jboss.weld.environment.se.Weld.initialize org.jboss.weld.environment.se.WeldContainer.instance org.jboss.weld.environment.se.WeldContainer.instance org.jboss.weld.environment.se.ShutdownManager.shutdown'
'com.ctp.javaone.montecarlo.Main.run','org.jboss.weld.environment.se.WeldContainer.event org.jboss.weld.environment.se.events.ContainerInitialized.<init>'
'org.jboss.seam.persistence.hibernate.test.jetty.ManagedHibernateSessionFlushModeTest.testChangedTouchedSessionFlushMode','org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate org.jboss.weld.context.bound.BoundConversationContext.deactivate'
'org.jboss.seam.persistence.test.jetty.ManagedPersistenceContextFlushModeTest.testChangedTouchedPersistenceContextFlushMode','org.jboss.weld.context.bound.MutableBoundRequest.<init> org.jboss.weld.context.bound.BoundConversationContext.associate org.jboss.weld.context.bound.BoundConversationContext.activate org.jboss.weld.context.bound.BoundConversationContext.deactivate'
