@relation restlet-framework-java

@attribute fqCaller string
@attribute fqCalls string

@data
'no.java.ems.client.AbstractClient.doRequest','org.restlet.data.ChallengeResponse.getIdentifier org.restlet.data.Request.getMethod org.restlet.data.Request.getResourceRef org.restlet.data.Request.getMethod org.restlet.data.Request.getResourceRef org.restlet.data.Request.setChallengeResponse org.restlet.data.Request.getClientInfo org.restlet.data.Preference<org.restlet.data.MediaType>.<init> org.restlet.Client.handle org.restlet.data.Response.getRequest org.restlet.data.Response.getStatus'
'no.java.ems.client.AbstractClient.deserialize','org.restlet.data.Response.getEntity'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractCollectionResource.doInit','org.restlet.representation.Variant.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractCollectionResource.get','org.restlet.representation.Variant.getMediaType'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractCollectionResource.createXmlRepresentation','org.restlet.representation.StringRepresentation.<init>'
'org.sonatype.nexus.rest.component.AbstractComponentListPlexusResource.getRole','org.restlet.data.Request.getAttributes'
'org.sonatype.nexus.rest.component.AbstractComponentListPlexusResource.get','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'net.floodlightcontroller.devicemanager.web.AbstractDeviceResource.getDevices','org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue'
'org.nuxeo.ecm.platform.syndication.serializer.AbstractDocumentModelSerializer.serialize','org.restlet.data.Response.setEntity org.restlet.data.Response.getEntity org.restlet.data.Response.setEntity org.restlet.data.Response.getEntity'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractDomainObjectResource.doInit','org.restlet.representation.Variant.<init> org.restlet.representation.Variant.<init> org.restlet.representation.Variant.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractDomainObjectResource.get','org.restlet.representation.Variant.getMediaType org.restlet.representation.Variant.getMediaType org.restlet.representation.Variant.getMediaType'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractDomainObjectResource.createXmlRepresentation','org.restlet.representation.StringRepresentation.<init>'
'org.sonatype.nexus.rest.feeds.AbstractFeedPlexusResource.getVariants','org.restlet.resource.Variant.<init> org.restlet.resource.Variant.<init> org.restlet.resource.Variant.<init>'
'org.sonatype.nexus.rest.feeds.AbstractFeedPlexusResource.get','org.restlet.resource.Variant.getMediaType org.restlet.data.Request.getResourceRef org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.resource.ResourceException.<init> org.restlet.data.Form.getValuesMap org.restlet.data.Request.getResourceRef org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'org.xwiki.annotation.rest.internal.representations.AbstractFormUrlEncodedAnnotationRequestReader.readFrom','org.restlet.Request.getCurrent org.restlet.data.Form.<init> org.restlet.data.Form.getNames org.restlet.data.Form.getNames org.restlet.data.Form.getValuesArray org.restlet.Context.getCurrent'
'org.sonatype.nexus.rest.indextreeview.AbstractIndexContentPlexusResource.get','org.restlet.data.Request.getResourceRef org.restlet.data.Response.redirectPermanent org.restlet.data.Request.getResourceRef org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.index.AbstractIndexPlexusResource.get','org.restlet.data.Request.getResourceRef org.restlet.data.Parameter.getName org.restlet.data.Parameter.getValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.index.AbstractIndexPlexusResource.searchByTerms','org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.index.AbstractIndexPlexusResource.getRepositoryId','org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.index.AbstractIndexPlexusResource.getRepositoryGroupId','org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.index.AbstractIndexPlexusResource.getResourceStorePath','org.restlet.data.Request.getResourceRef'
'org.sonatype.nexus.rest.index.AbstractIndexPlexusResource.handleDelete','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.integrationtests.nexus1923.AbstractNexus1923.createReindexTask','org.restlet.data.Status.isSuccess'
'org.sonatype.nexus.integrationtests.AbstractNexusIntegrationTest.downloadSnapshotArtifact','org.restlet.data.Reference.encode org.restlet.data.Reference.encode org.restlet.data.Response.getLocationRef'
'org.sonatype.nexus.integrationtests.AbstractNexusIntegrationTest.downloadMetadataFromRepository','org.restlet.data.Response.getStatus org.restlet.data.Response.getEntity'
'org.sonatype.nexus.integrationtests.AbstractNexusIntegrationTest.deleteFromRepository','org.restlet.data.Status.equals org.restlet.data.Status.isSuccess org.restlet.data.Status.getCode'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.getFileItemFactory','org.restlet.Context.getAttributes'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.isLocal','org.restlet.data.Request.getResourceRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.isRemote','org.restlet.data.Request.getResourceRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.updateBaseRefPath','org.restlet.data.Reference.getBaseRef org.restlet.data.Reference.getBaseRef org.restlet.data.Reference.getBaseRef org.restlet.data.Reference.getBaseRef org.restlet.data.Reference.getBaseRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.createReference','org.restlet.data.Reference.<init> org.restlet.data.Reference.getTargetRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.createRootReference','org.restlet.data.Reference.<init> org.restlet.data.Reference.getBaseRef org.restlet.data.Reference.getBaseRef org.restlet.data.Reference.getBaseRef org.restlet.data.Reference.getTargetRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.createRepositoryContentReference','org.restlet.data.Reference.getTargetRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.createRepositoryReference','org.restlet.data.Reference.getTargetRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.createRepositoryGroupReference','org.restlet.data.Reference.getTargetRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.createRedirectReference','org.restlet.data.Request.getResourceRef org.restlet.data.Request.getRootRef org.restlet.data.Reference.<init> org.restlet.data.Reference.getTargetRef'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.getPlexusContainer','org.restlet.Context.getAttributes'
'org.sonatype.nexus.rest.AbstractNexusPlexusResource.createRedirectBaseRef','org.restlet.data.Reference.getTargetRef'
'org.sonatype.nexus.integrationtests.nexus533.AbstractNexusTasksIntegrationIT.scheduleTasks','org.restlet.data.Status.isSuccess'
'org.sonatype.nexus.integrationtests.nexus533.AbstractNexusTasksIntegrationIT.updateTasks','org.restlet.data.Status.isSuccess'
'org.sonatype.nexus.integrationtests.nexus533.AbstractNexusTasksIntegrationIT.changeScheduling','org.restlet.data.Status.isSuccess org.restlet.data.Status.isSuccess'
'org.sonatype.nexus.integrationtests.nexus533.AbstractNexusTasksIntegrationIT.deleteTasks','org.restlet.data.Status.isSuccess'
'it.org.agilos.zendesk_jira_plugin.integrationtest.AbstractNotificationTest.tearDownTest','org.restlet.data.Request.getEntityAsText'
'org.sonatype.nexus.integrationtests.nxcm3600.AbstractNxcm3600IntegrationTest.sendMessage','org.restlet.data.Response.getStatus'
'no.java.ems.server.restlet.filter.AbstractObjectFilter.AbstractObjectFilter','org.restlet.Finder.<init>'
'no.java.ems.server.restlet.filter.AbstractObjectFilter.afterHandle','org.restlet.data.Response.getEntity org.restlet.resource.Representation.getMediaType org.restlet.resource.ObjectRepresentation.getObject org.restlet.resource.ObjectRepresentation.<init> org.restlet.data.Response.setEntity org.restlet.data.Response.setStatus'
'org.sonatype.nexus.plugins.rundeck.AbstractOptionProvider.getVariants','org.restlet.resource.Variant.<init>'
'org.sonatype.nexus.rest.groups.AbstractRepositoryGroupPlexusResource.buildGroupResource','org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.groups.AbstractRepositoryGroupPlexusResource.updateRepositoryGroup','org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.groups.AbstractRepositoryGroupPlexusResource.createRepositoryGroup','org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.mirrors.AbstractRepositoryMirrorPlexusResource.getRepositoryId','org.restlet.data.Request.getAttributes'
'org.sonatype.nexus.rest.mirrors.AbstractRepositoryMirrorPlexusResource.getMirrorId','org.restlet.data.Request.getAttributes'
'org.sonatype.nexus.rest.repositories.AbstractRepositoryPlexusResource.getRepositoryId','org.restlet.data.Request.getAttributes'
'org.sonatype.nexus.rest.repositories.AbstractRepositoryPlexusResource.getRestRepoRemoteStatus','org.restlet.data.Request.getResourceRef org.restlet.data.Form.getFirst org.restlet.data.Response.setStatus'
'org.sonatype.nexus.rest.repositories.AbstractRepositoryPlexusResource.getRepositoryResourceResponse','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.repotargets.AbstractRepositoryTargetPlexusResource.getNexusToRestResource','org.restlet.data.Request.getResourceRef'
'org.geoserver.rest.AbstractResource.getFormatGet','org.restlet.data.Preference<org.restlet.data.MediaType>.getMetadata org.restlet.data.Preference<org.restlet.data.MediaType>.getMetadata'
'org.geoserver.rest.AbstractResource.lookupFormat','org.restlet.data.MediaType.includes org.restlet.data.MediaType.includes org.restlet.data.MediaType.equals org.restlet.data.MediaType.includes org.restlet.data.MediaType.includes'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.getResourceStorePath','org.restlet.data.Request.getResourceRef'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.isDescribe','org.restlet.data.Request.getResourceRef'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.addNoCacheHeaders','org.restlet.util.Series<org.restlet.data.Parameter>.add org.restlet.util.Series<org.restlet.data.Parameter>.add'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.upload','org.restlet.data.Request.isEntityAvailable org.restlet.data.Request.getEntity org.restlet.data.MediaType.toString org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.delete','org.restlet.data.Request.getAttributes'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.getResourceStoreRequest','org.restlet.data.Request.getConditions org.restlet.data.Request.getConditions org.restlet.data.Request.getConditions org.restlet.data.Request.getConditions org.restlet.data.Request.getConditions org.restlet.data.Tag.getName org.restlet.data.Request.getClientInfo org.restlet.data.Request.isConfidential org.restlet.data.Request.getAttributes org.restlet.data.Request.getOriginalRef'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.renderItem','org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.renderStorageCollectionItem','org.restlet.data.Request.getResourceRef org.restlet.data.Response.redirectPermanent org.restlet.data.Request.getMethod org.restlet.resource.Variant.getMediaType org.restlet.resource.Representation.setModificationDate'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.renderStorageFileItem','org.restlet.data.Request.getConditions org.restlet.data.Request.getConditions org.restlet.resource.ResourceException.<init> org.restlet.data.Request.getConditions org.restlet.data.Request.getConditions org.restlet.data.Request.getConditions org.restlet.data.Tag.getName org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.getResourceUri','org.restlet.data.Reference.getPath org.restlet.data.Reference.getPath org.restlet.data.Reference.getPath org.restlet.data.Reference.setPath org.restlet.data.Request.getRootRef org.restlet.data.Reference.getPath org.restlet.data.Reference.getPath org.restlet.data.Reference.getPath org.restlet.data.Reference.setPath org.restlet.data.Request.getResourceRef org.restlet.data.Reference.toString org.restlet.data.Reference.getQuery org.restlet.data.Reference.getQuery org.restlet.data.Reference.equals org.restlet.data.Reference.toString org.restlet.data.Reference.toString'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.serialize','org.restlet.resource.Variant.getMediaType org.restlet.resource.Variant.getMediaType'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.renderHeadResponseItem','org.restlet.resource.Variant.getMediaType'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.renderDescribeItem','org.restlet.data.Request.getResourceRef org.restlet.data.Parameter.getValue org.restlet.data.Parameter.getValue org.restlet.data.Request.getOriginalRef'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.handleException','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.getStatus org.restlet.resource.ResourceException.getStatus'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.handleErrorConstructLogMessage','org.restlet.data.Request.getMethod org.restlet.data.Request.getResourceRef'
'org.sonatype.nexus.rest.AbstractResourceStoreContentPlexusResource.challengeIfNeeded','org.restlet.data.ChallengeScheme.<init> org.restlet.data.Response.setStatus org.restlet.data.Response.setStatus org.restlet.data.Response.getChallengeRequests org.restlet.data.ChallengeRequest.<init>'
'org.qi4j.library.rest.server.restlet.responsewriter.AbstractResponseWriter.getVariant','org.restlet.Request.getClientInfo org.restlet.Request.getClientInfo org.restlet.Request.getClientInfo org.restlet.representation.Variant.<init> org.restlet.representation.Variant.setCharacterSet'
'org.qi4j.library.rest.server.restlet.responsewriter.AbstractResponseWriter.getVariant','org.restlet.Request.getClientInfo org.restlet.Request.getClientInfo org.restlet.Request.getClientInfo org.restlet.representation.Variant.<init> org.restlet.representation.Variant.setCharacterSet'
'de.hszg.atocc.core.util.AbstractRestfulWebService.detectLocale','org.restlet.data.Preference<org.restlet.data.Language>.getMetadata org.restlet.data.Language.getName org.restlet.data.Language.getName'
'org.sonatype.nexus.rest.restore.AbstractRestorePlexusResource.getRepositoryId','org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.restore.AbstractRestorePlexusResource.getRepositoryGroupId','org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.resource.ResourceException.<init>'
'org.sonatype.nexus.rest.restore.AbstractRestorePlexusResource.getResourceStorePath','org.restlet.data.Request.getResourceRef'
'org.sonatype.nexus.rest.restore.AbstractRestorePlexusResource.handleDelete','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'org.sonatype.security.rest.AbstractSecurityPlexusResource.securityToRestModel','org.restlet.data.Reference.toString'
'org.sonatype.security.rest.AbstractSecurityPlexusResource.getRequestAttribute','org.restlet.data.Request.getAttributes'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractStorableCollectionResource.get','org.restlet.representation.Variant.getMediaType org.restlet.representation.StringRepresentation.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractStorableCollectionResource.post','org.restlet.representation.Representation.getMediaType org.restlet.representation.Representation.getStream org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.data.Reference.<init> org.restlet.data.Reference.<init> org.restlet.representation.Representation.getMediaType org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.AbstractStorableDomainObjectResource.put','org.restlet.representation.Representation.getMediaType org.restlet.representation.Representation.getStream org.restlet.resource.ResourceException.<init> org.restlet.representation.Representation.getMediaType org.restlet.resource.ResourceException.<init>'
'com.scss.server.filters.AccessFilter.beforeHandle','org.restlet.Request.getClientInfo org.restlet.Response.setEntity'
'com.softlayer.objectstorage.Account.listAllContainers','org.restlet.resource.ClientResource.getResponseEntity org.restlet.representation.Representation.getText'
'com.softlayer.objectstorage.Account.listAllCDNContainers','org.restlet.resource.ClientResource.getResponseEntity org.restlet.representation.Representation.getText'
'com.softlayer.objectstorage.Account.search','org.restlet.resource.ClientResource.getResponseEntity org.restlet.representation.Representation.getText'
'org.eurekastreams.server.service.restlets.support.AccountIdOAuthParamStrategy.getAccountId','org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes org.restlet.data.Form.getFirstValue org.restlet.data.Form.getFirstValue'
'org.eurekastreams.server.service.restlets.support.AccountIdStrategyTest.testAccountIdOAuthParamStrategyGetAccountId','org.restlet.data.Form.<init> org.restlet.data.Form.add'
'org.eurekastreams.server.service.restlets.support.AccountIdStrategyTest.testAccountIdOAuthParamStrategyGetAccountIdReturnsNull','org.restlet.data.Form.<init>'
'org.eurekastreams.server.service.restlets.support.AccountIdStrategyTest.testAccountIdUrlParamStrategyGetAccountIdFromOAuth','org.restlet.data.Form.<init> org.restlet.data.Form.add'
'org.eurekastreams.server.service.restlets.support.AccountIdUrlAndOAuthParamStrategy.getAccountId','org.restlet.data.Request.getAttributes'
'io.s4.meter.generator.ActionResource.action','org.restlet.data.Form.getFirst org.restlet.data.Parameter.getName org.restlet.data.Parameter.getValue org.restlet.data.Parameter.getName'
'org.eurekastreams.server.service.restlets.ActionResource.initParams','org.restlet.data.Request.getAttributes org.restlet.data.Request.getAttributes'
'org.eurekastreams.server.service.restlets.ActionResource.represent','org.restlet.resource.ResourceException.<init> org.restlet.resource.StringRepresentation.<init> org.restlet.resource.Representation.setExpirationDate'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivityResource.loadRequestedObject','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivityResource.verifyRemovable','org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivitySearchParameters.getType','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivitySearchParameters.getLimit','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivitySearchParameters.getOffset','org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init> org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivitySearchParameters.getSort','org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivitySearchParameters.getOrder','org.restlet.resource.ResourceException.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivitySourcesResource.doInit','org.restlet.representation.Variant.<init>'
'edu.northwestern.bioinformatics.studycalendar.restlets.ActivitySourcesResource.get','org.restlet.representation.Variant.getMediaType org.restlet.representation.Variant.getMediaType'
'com.scss.server.apps.AdminApplication.AdminApplication','org.restlet.Context.createChildContext'
'com.scss.server.apps.AdminApplication.createRoot','org.restlet.routing.Router.<init> org.restlet.Restlet.<init> org.restlet.routing.Router.attach org.restlet.Restlet.<init> org.restlet.routing.Router.attach org.restlet.Restlet.<init> org.restlet.routing.Router.attach org.restlet.Restlet.<init> org.restlet.routing.Router.attach org.restlet.Restlet.<init> org.restlet.routing.Router.attach'
'com.scss.server.apps.AdminApplication.handle','org.restlet.Response.setEntity org.restlet.Response.setEntity org.restlet.Request.getMethod org.restlet.Request.getResourceRef org.restlet.Request.getClientInfo org.restlet.Request.getClientInfo org.restlet.Request.getClientInfo org.restlet.Request.getClientInfo org.restlet.Response.setEntity'
'org.geoserver.catalog.rest.AdminRequestCallback.unwrap','org.restlet.Route.getNext'
'org.agetac.common.client.AgetacClient.getVehicleDemands','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.addVehicleDemand','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.getInterventions','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.makeClientResource','org.restlet.resource.ClientResource.<init> org.restlet.resource.ClientResource.setEntityBuffering'
'org.agetac.common.client.AgetacClient.createIntervention','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.addMessage','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.addSource','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.addTarget','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.addVictim','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.addAction','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.getMessages','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.getVehicles','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.getActions','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.getSources','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.getTargets','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.getVictims','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.updateVictim','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.updateVehicle','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.updateTarget','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.updateSource','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
'org.agetac.common.client.AgetacClient.deleteTarget','org.restlet.resource.ClientResource.wrap org.restlet.resource.ClientResource.release'
