@relation mahout

@attribute fqCaller string
@attribute fqCalls string

@data
'com.mapr.stats.BetaDistribution.BetaDistribution','org.apache.mahout.math.jet.random.Gamma.<init> org.apache.mahout.math.jet.random.Gamma.<init>'
'com.mapr.stats.BetaDistribution.nextDouble','org.apache.mahout.math.jet.random.Gamma.nextDouble org.apache.mahout.math.jet.random.Gamma.nextDouble org.apache.mahout.math.jet.random.Gamma.nextDouble org.apache.mahout.math.jet.random.Gamma.nextDouble'
'com.mapr.stats.BetaDistribution.pdf','org.apache.mahout.math.jet.stat.Gamma.beta'
'com.mapr.stats.BetaDistribution.logPdf','org.apache.mahout.math.jet.stat.Gamma.beta'
'com.mapr.stats.BetaDistribution.cdf','org.apache.mahout.math.jet.stat.Gamma.incompleteBeta'
'com.mapr.stats.BetaDistribution.setRandomGenerator','org.apache.mahout.math.jet.random.Gamma.setRandomGenerator org.apache.mahout.math.jet.random.Gamma.setRandomGenerator'
'de.tuberlin.dima.recsys.ssnmm.interactioncut.BiasedItemBasedRecommender.BiasedItemBasedRecommender','org.apache.mahout.cf.taste.impl.common.FullRunningAverage.<init> org.apache.mahout.cf.taste.impl.common.LongPrimitiveIterator.hasNext org.apache.mahout.cf.taste.impl.common.LongPrimitiveIterator.next org.apache.mahout.cf.taste.model.Preference.getValue org.apache.mahout.cf.taste.impl.common.RunningAverage.addDatum org.apache.mahout.cf.taste.impl.common.RunningAverage.getAverage org.apache.mahout.math.map.OpenLongDoubleHashMap.<init> org.apache.mahout.math.map.OpenLongDoubleHashMap.<init> org.apache.mahout.cf.taste.impl.common.LongPrimitiveIterator.hasNext org.apache.mahout.cf.taste.impl.common.LongPrimitiveIterator.nextLong org.apache.mahout.cf.taste.model.Preference.getValue org.apache.mahout.cf.taste.model.PreferenceArray.length org.apache.mahout.math.map.OpenLongDoubleHashMap.put org.apache.mahout.cf.taste.impl.common.LongPrimitiveIterator.hasNext org.apache.mahout.cf.taste.impl.common.LongPrimitiveIterator.nextLong org.apache.mahout.cf.taste.model.Preference.getValue org.apache.mahout.cf.taste.model.Preference.getItemID org.apache.mahout.math.map.OpenLongDoubleHashMap.get org.apache.mahout.cf.taste.model.PreferenceArray.length org.apache.mahout.math.map.OpenLongDoubleHashMap.put'
'de.tuberlin.dima.recsys.ssnmm.interactioncut.BiasedItemBasedRecommender.getPreferenceForItem','org.apache.mahout.cf.taste.model.PreferenceArray.length org.apache.mahout.cf.taste.model.PreferenceArray.getItemID org.apache.mahout.cf.taste.model.PreferenceArray.getValue'
'de.tuberlin.dima.recsys.ssnmm.interactioncut.BiasedItemBasedRecommender.baselineEstimate','org.apache.mahout.math.map.OpenLongDoubleHashMap.get org.apache.mahout.math.map.OpenLongDoubleHashMap.get'
'de.tuberlin.dima.recsys.ssnmm.interactioncut.BiasedItemBasedRecommender.doEstimatePreference','org.apache.mahout.cf.taste.model.PreferenceArray.getIDs org.apache.mahout.cf.taste.similarity.ItemSimilarity.itemSimilarities org.apache.mahout.cf.taste.model.PreferenceArray.length org.apache.mahout.cf.taste.model.PreferenceArray.get org.apache.mahout.cf.taste.model.PreferenceArray.get'
'com.mapr.stats.BinomialDistributionSampler.nextDistribution','org.apache.mahout.math.jet.random.AbstractContinousDistribution.<init>'
'org.carrot2.clustering.kmeans.BisectingKMeansClusteringAlgorithm.cluster','org.apache.mahout.math.matrix.DoubleMatrix2D.columns org.apache.mahout.math.matrix.DoubleMatrix2D.columns'
'org.carrot2.clustering.kmeans.BisectingKMeansClusteringAlgorithm.getLabels','org.apache.mahout.math.matrix.DoubleMatrix2D.rows org.apache.mahout.math.matrix.impl.DenseDoubleMatrix1D.<init> org.apache.mahout.math.matrix.DoubleMatrix2D.viewColumn org.apache.mahout.math.matrix.DoubleMatrix1D.assign org.apache.mahout.math.matrix.DoubleMatrix1D.size org.apache.mahout.math.matrix.DoubleMatrix1D.get org.apache.mahout.math.matrix.DoubleMatrix1D.size org.apache.mahout.math.matrix.DoubleMatrix1D.getQuick'
'org.carrot2.clustering.kmeans.BisectingKMeansClusteringAlgorithm.compare','org.apache.mahout.math.matrix.DoubleMatrix1D.get org.apache.mahout.math.matrix.DoubleMatrix1D.get'
'org.carrot2.clustering.kmeans.BisectingKMeansClusteringAlgorithm.split','org.apache.mahout.math.matrix.DoubleMatrix2D.viewSelection org.apache.mahout.math.matrix.DoubleMatrix2D.columns org.apache.mahout.math.matrix.DoubleMatrix2D.columns org.apache.mahout.math.matrix.DoubleMatrix2D.rows org.apache.mahout.math.matrix.impl.DenseDoubleMatrix2D.<init> org.apache.mahout.math.matrix.DoubleMatrix2D.rows org.apache.mahout.math.matrix.DoubleMatrix2D.viewPart org.apache.mahout.math.matrix.impl.DenseDoubleMatrix2D.assign org.apache.mahout.math.matrix.DoubleMatrix2D.columns org.apache.mahout.math.matrix.impl.DenseDoubleMatrix2D.<init> org.apache.mahout.math.matrix.DoubleMatrix2D.zMult org.apache.mahout.math.matrix.DoubleMatrix2D.columns org.apache.mahout.math.matrix.DoubleMatrix2D.get org.apache.mahout.math.matrix.DoubleMatrix2D.rows org.apache.mahout.math.matrix.DoubleMatrix2D.get org.apache.mahout.math.matrix.DoubleMatrix2D.get org.apache.mahout.math.matrix.DoubleMatrix2D.rows org.apache.mahout.math.matrix.DoubleMatrix2D.get org.apache.mahout.math.matrix.DoubleMatrix2D.setQuick org.apache.mahout.math.matrix.DoubleMatrix2D.columns'
'de.tuberlin.dima.aim3.assignment1.BookAndAuthorJoinTest.readBooksByAuthors','org.apache.mahout.common.iterator.FileLineIterable.<init>'
'de.tuberlin.dima.aim.exercises.two.BookAndAuthorJoinTest.readBooksByAuthors','org.apache.mahout.common.iterator.FileLineIterable.<init>'
'mia.clustering.ch12.twitter.ByKeyGroupingJob.startJob','org.apache.mahout.common.Parameters.toString org.apache.mahout.common.Parameters.get org.apache.mahout.common.Parameters.get org.apache.mahout.common.HadoopUtil.delete'
'mia.clustering.ch12.twitter.ByKeyMapper.setup','org.apache.mahout.common.Parameters.parseParams'
'ciknow.mahout.cf.data.CIKNOW2MAHOUT.export2file','org.apache.mahout.cf.taste.common.TasteException.<init> org.apache.mahout.common.IOUtils.quietClose'
'mia.classifier.ch16.samples.CSVEncoderFastLine.main','org.apache.mahout.vectorizer.encoders.ConstantValueEncoder.<init> org.apache.mahout.math.DenseVector.<init> org.apache.mahout.math.Vector.assign org.apache.mahout.vectorizer.encoders.FeatureVectorEncoder.addToVector'
'mia.classifier.ch16.samples.CSVEncoderLine.main','org.apache.mahout.vectorizer.encoders.ConstantValueEncoder.<init> org.apache.mahout.math.DenseVector.<init> org.apache.mahout.math.Vector.assign org.apache.mahout.vectorizer.encoders.FeatureVectorEncoder.addToVector'
'mia.clustering.ch09.CanopyClustering.main','org.apache.mahout.math.VectorWritable.<init> org.apache.mahout.math.VectorWritable.get org.apache.mahout.common.distance.CosineDistanceMeasure.<init> org.apache.mahout.clustering.canopy.CanopyClusterer.createCanopies org.apache.mahout.clustering.canopy.Canopy.getCenter org.apache.mahout.clustering.canopy.Canopy.getId org.apache.mahout.common.distance.CosineDistanceMeasure.<init> org.apache.mahout.clustering.kmeans.Cluster.<init>'
'mia.clustering.ch09.CanopyExample.main','org.apache.mahout.common.distance.EuclideanDistanceMeasure.<init> org.apache.mahout.clustering.canopy.CanopyClusterer.createCanopies org.apache.mahout.clustering.canopy.Canopy.getId org.apache.mahout.clustering.canopy.Canopy.getCenter'
'lsh.mahout.clustering.CanopyTest.loadVectors','org.apache.mahout.math.VectorWritable.<init> org.apache.mahout.math.VectorWritable.setWritesLaxPrecision org.apache.mahout.math.VectorWritable.get'
'lsh.mahout.clustering.CanopyTest.canopyExample','org.apache.mahout.common.distance.TanimotoDistanceMeasure.<init> org.apache.mahout.clustering.canopy.Canopy.getRadius org.apache.mahout.clustering.canopy.Canopy.getId org.apache.mahout.clustering.canopy.Canopy.getCenter'
'lsh.mahout.clustering.CanopyTest.normalizeRadius','org.apache.mahout.math.Vector.minValue org.apache.mahout.math.Vector.maxValue org.apache.mahout.math.Vector.plus'
'lsh.mahout.clustering.CanopyTest.summarizeVector','org.apache.mahout.math.Vector.size org.apache.mahout.cf.taste.impl.common.FullRunningAverageAndStdDev.<init> org.apache.mahout.math.Vector.size org.apache.mahout.math.Vector.size org.apache.mahout.math.Vector.getQuick org.apache.mahout.cf.taste.impl.common.RunningAverageAndStdDev.addDatum org.apache.mahout.math.Vector.minValue org.apache.mahout.math.Vector.maxValue org.apache.mahout.math.Vector.norm org.apache.mahout.cf.taste.impl.common.RunningAverageAndStdDev.getStandardDeviation'
'lsh.mahout.clustering.CanopyTest.makeCanopies','org.apache.mahout.clustering.canopy.CanopyClusterer.createCanopies'
'com.tdunning.ch16.CategoryFeatureEncoder.addToVector','org.apache.mahout.math.Vector.size org.apache.mahout.math.Vector.getQuick org.apache.mahout.math.Vector.setQuick'
'mia.classifier.ch16.CategoryFeatureEncoder.addToVector','org.apache.mahout.math.Vector.size org.apache.mahout.math.Vector.getQuick org.apache.mahout.math.Vector.setQuick'
'com.tdunning.ch16.CategoryInteractionEncoder.addToVector','org.apache.mahout.math.Vector.size org.apache.mahout.math.Vector.getQuick org.apache.mahout.math.Vector.setQuick'
'mia.classifier.ch16.CategoryInteractionEncoder.addToVector','org.apache.mahout.math.Vector.size org.apache.mahout.math.Vector.getQuick org.apache.mahout.math.Vector.setQuick'
'com.buddycloud.channeldirectory.search.handler.common.mahout.ChannelRecommender.ChannelRecommender','org.apache.mahout.cf.taste.impl.similarity.LogLikelihoodSimilarity.<init> org.apache.mahout.cf.taste.impl.similarity.CachingUserSimilarity.<init> org.apache.mahout.cf.taste.impl.neighborhood.NearestNUserNeighborhood.<init> org.apache.mahout.cf.taste.impl.recommender.GenericBooleanPrefUserBasedRecommender.<init> org.apache.mahout.cf.taste.impl.similarity.LogLikelihoodSimilarity.<init>'
'com.buddycloud.channeldirectory.search.handler.common.mahout.ChannelRecommender.recommend','org.apache.mahout.cf.taste.recommender.Recommender.recommend org.apache.mahout.cf.taste.recommender.RecommendedItem.getItemID'
'com.buddycloud.channeldirectory.search.handler.common.mahout.ChannelRecommender.getSimilarChannels','org.apache.mahout.cf.taste.impl.recommender.GenericItemBasedRecommender.MostSimilarEstimator.<init> org.apache.mahout.cf.taste.impl.recommender.PreferredItemsNeighborhoodCandidateItemsStrategy.<init> org.apache.mahout.cf.taste.recommender.MostSimilarItemsCandidateItemsStrategy.getCandidateItems org.apache.mahout.cf.taste.impl.common.FastIDSet.iterator org.apache.mahout.cf.taste.impl.recommender.TopItems.getTopItems org.apache.mahout.cf.taste.recommender.RecommendedItem.getItemID org.apache.mahout.cf.taste.impl.common.FastIDSet.size'
'com.buddycloud.channeldirectory.search.handler.common.mahout.ChannelRecommender.getPreferenceCount','org.apache.mahout.cf.taste.impl.common.FastIDSet.<init> org.apache.mahout.cf.taste.impl.neighborhood.NearestNUserNeighborhood.getUserNeighborhood org.apache.mahout.cf.taste.model.DataModel.getItemIDsFromUser org.apache.mahout.cf.taste.impl.common.FastIDSet.addAll org.apache.mahout.cf.taste.model.DataModel.getItemIDsFromUser org.apache.mahout.cf.taste.impl.common.FastIDSet.removeAll org.apache.mahout.cf.taste.impl.common.FastIDSet.size'
'com.tamingtext.classifier.bayes.ClassifyDocument.main','org.apache.mahout.common.CommandLineUtil.printHelp org.apache.mahout.classifier.bayes.BayesParameters.<init> org.apache.mahout.classifier.bayes.BayesParameters.set org.apache.mahout.classifier.bayes.InMemoryBayesDatastore.<init> org.apache.mahout.classifier.bayes.BayesAlgorithm.<init> org.apache.mahout.classifier.bayes.ClassifierContext.<init> org.apache.mahout.classifier.bayes.ClassifierContext.initialize org.apache.mahout.classifier.bayes.ClassifierContext.classifyDocument org.apache.mahout.classifier.ClassifierResult.getLabel org.apache.mahout.classifier.ClassifierResult.getScore org.apache.mahout.common.CommandLineUtil.printHelp'
'extramuros.java.jobs.clustering.proclus.algorithm.Cluster.write','org.apache.mahout.math.VectorWritable.<init> org.apache.mahout.math.VectorWritable.write org.apache.mahout.math.VectorWritable.<init> org.apache.mahout.math.VectorWritable.write'
'extramuros.java.jobs.clustering.proclus.algorithm.Cluster.readFields','org.apache.mahout.math.VectorWritable.<init> org.apache.mahout.math.VectorWritable.readFields org.apache.mahout.math.VectorWritable.get org.apache.mahout.math.VectorWritable.<init> org.apache.mahout.math.VectorWritable.readFields org.apache.mahout.math.VectorWritable.get'
'extramuros.java.jobs.clustering.proclus.algorithm.Cluster.getRadius','org.apache.mahout.math.DenseVector.<init> org.apache.mahout.math.DenseVector.set org.apache.mahout.math.DenseVector.set'
'extramuros.java.jobs.clustering.proclus.algorithm.Cluster.observe','org.apache.mahout.math.VectorWritable.get'
'mia.recommender.ch04.ClusterBasedRecommender.buildRecommender','org.apache.mahout.cf.taste.impl.similarity.LogLikelihoodSimilarity.<init> org.apache.mahout.cf.taste.impl.recommender.FarthestNeighborClusterSimilarity.<init> org.apache.mahout.cf.taste.impl.recommender.TreeClusteringRecommender.<init>'
'org.carrot2.clustering.lingo.ClusterBuilder.buildLabels','org.apache.mahout.math.matrix.DoubleMatrix2D.viewSelection org.apache.mahout.math.matrix.DoubleMatrix2D.rows org.apache.mahout.math.matrix.DoubleMatrix2D.viewRow org.apache.mahout.math.function.Functions.mult org.apache.mahout.math.matrix.DoubleMatrix2D.zMult org.apache.mahout.math.matrix.DoubleMatrix2D.rows org.apache.mahout.math.matrix.DoubleMatrix2D.viewRow org.apache.mahout.math.function.Functions.mult'
'com.digitalpebble.behemoth.mahout.util.ClusterDocIDDumper.run','org.apache.mahout.common.HadoopUtil.delete'
'com.digitalpebble.behemoth.mahout.util.ClusterDocIDDumper.map','org.apache.mahout.clustering.classify.WeightedVectorWritable.getVector org.apache.mahout.math.NamedVector.getName'
'org.sleuthkit.hadoop.ClusterDocumentsJob.runPipeline','org.apache.mahout.common.distance.CosineDistanceMeasure.<init> org.apache.mahout.clustering.canopy.CanopyDriver.run org.apache.mahout.common.distance.CosineDistanceMeasure.<init> org.apache.mahout.clustering.kmeans.KMeansDriver.run'
'org.sleuthkit.hadoop.ClusterUtil.vectorToString','org.apache.mahout.math.Vector.iterateNonZero'
'org.sleuthkit.hadoop.ClusterUtil.loadTermDictionary','org.apache.mahout.math.map.OpenObjectIntHashMap<java.lang.String>.<init> org.apache.mahout.math.map.OpenObjectIntHashMap<java.lang.String>.put org.apache.mahout.math.map.OpenObjectIntHashMap<java.lang.String>.size org.apache.mahout.math.map.OpenObjectIntHashMap<java.lang.String>.keys org.apache.mahout.math.map.OpenObjectIntHashMap<java.lang.String>.get org.apache.mahout.common.iterator.FileLineIterator.<init> org.apache.mahout.common.iterator.FileLineIterator.next org.apache.mahout.common.iterator.FileLineIterator.hasNext org.apache.mahout.common.iterator.FileLineIterator.next'
'org.sleuthkit.hadoop.ClusterUtil.getTopFeatures','org.apache.mahout.math.Vector.iterateNonZero org.apache.mahout.common.Pair<java.lang.String,java.lang.Double>.<init> org.apache.mahout.common.Pair<java.lang.String,java.lang.Double>.getFirst'
'extramuros.java.jobs.utils.ClusterIterator.readNextCluster','org.apache.mahout.common.Pair<org.apache.hadoop.io.Writable,org.apache.hadoop.io.Writable>.getSecond'
'extramuros.java.jobs.utils.ClusteredPointsIterator.readNextPair','org.apache.mahout.common.Pair<org.apache.hadoop.io.Writable,org.apache.hadoop.io.Writable>.getSecond org.apache.mahout.common.Pair<org.apache.hadoop.io.Writable,org.apache.hadoop.io.Writable>.getFirst org.apache.mahout.common.Pair<org.apache.hadoop.io.Writable,org.apache.hadoop.io.Writable>.getSecond org.apache.mahout.math.VectorWritable.get org.apache.mahout.common.Pair<java.lang.String,org.apache.mahout.math.Vector>.<init> org.apache.mahout.common.Pair<org.apache.hadoop.io.Writable,org.apache.hadoop.io.Writable>.getFirst org.apache.mahout.common.Pair<org.apache.hadoop.io.Writable,org.apache.hadoop.io.Writable>.getSecond org.apache.mahout.clustering.WeightedVectorWritable.getVector org.apache.mahout.common.Pair<java.lang.String,org.apache.mahout.math.Vector>.<init>'
'tv.floe.caduceus.mahout.clustering.kmeans.ClusteringDemoPointFileWriter.writePointsToSequenceFileInHDFS','org.apache.mahout.math.VectorWritable.<init> org.apache.mahout.math.VectorWritable.set'
'tv.floe.caduceus.mahout.clustering.kmeans.ClusteringDemoPointFileWriter.convertPointArrayIntoList','org.apache.mahout.math.Vector.assign'
'tv.floe.caduceus.mahout.clustering.kmeans.ClusteringDemoPointFileWriter.writeClustersAndPointsToHDFS','org.apache.mahout.common.distance.EuclideanDistanceMeasure.<init> org.apache.mahout.clustering.kmeans.Cluster.<init> org.apache.mahout.clustering.kmeans.Cluster.getIdentifier'
'com.mozilla.grouperfish.transforms.coclustering.display.CoCluster.put','org.apache.mahout.common.distance.DistanceMeasure.distance'
'epnoi.tools.CollaborativeFilteringRecommenderEvaluator.buildRecommender','org.apache.mahout.cf.taste.impl.similarity.EuclideanDistanceSimilarity.<init> org.apache.mahout.cf.taste.impl.neighborhood.NearestNUserNeighborhood.<init> org.apache.mahout.cf.taste.impl.recommender.GenericUserBasedRecommender.<init>'
'epnoi.tools.CollaborativeFilteringRecommenderEvaluator._initData','org.apache.mahout.cf.taste.impl.common.FastByIDMap<org.apache.mahout.cf.taste.model.PreferenceArray>.<init> org.apache.mahout.cf.taste.impl.common.FastByIDMap<org.apache.mahout.cf.taste.model.PreferenceArray>.put org.apache.mahout.cf.taste.impl.model.GenericDataModel.<init>'
'epnoi.tools.CollaborativeFilteringRecommenderEvaluator._getUserPreferences','org.apache.mahout.cf.taste.impl.model.GenericUserPreferenceArray.<init> org.apache.mahout.cf.taste.model.PreferenceArray.setUserID org.apache.mahout.cf.taste.model.PreferenceArray.setItemID org.apache.mahout.cf.taste.model.PreferenceArray.setValue org.apache.mahout.cf.taste.model.PreferenceArray.setItemID org.apache.mahout.cf.taste.model.PreferenceArray.setValue org.apache.mahout.cf.taste.model.PreferenceArray.setItemID org.apache.mahout.cf.taste.model.PreferenceArray.setValue'
'epnoi.tools.CollaborativeFilteringRecommenderEvaluator.evaluate','org.apache.mahout.common.RandomUtils.useTestSeed org.apache.mahout.cf.taste.eval.RecommenderIRStatsEvaluator.evaluate org.apache.mahout.cf.taste.common.TasteException.printStackTrace org.apache.mahout.cf.taste.eval.IRStatistics.getPrecision org.apache.mahout.cf.taste.eval.IRStatistics.getRecall org.apache.mahout.cf.taste.eval.RecommenderEvaluator.evaluate org.apache.mahout.cf.taste.common.TasteException.printStackTrace'
'mia.classifier.ch15.ConfusionMatrixExample.main','org.apache.mahout.classifier.ConfusionMatrix.<init> org.apache.mahout.classifier.ConfusionMatrix.addInstance org.apache.mahout.classifier.ConfusionMatrix.toString'
'skywriting.examples.skyhout.linalg.ConjugateGradientReduceTask.invoke','org.apache.mahout.math.DenseVector.<init> org.apache.mahout.math.DenseVector.clone org.apache.mahout.math.DenseVector.dotSelf org.apache.mahout.math.DenseVector.dot org.apache.mahout.math.function.PlusMult.<init> org.apache.mahout.math.DenseVector.assign org.apache.mahout.math.function.PlusMult.<init> org.apache.mahout.math.DenseVector.assign org.apache.mahout.math.DenseVector.norm org.apache.mahout.math.DenseVector.dotSelf org.apache.mahout.math.function.PlusMult.<init> org.apache.mahout.math.DenseVector.assign'
'com.mapr.stats.ContextualBayesBandit.ContextualBayesBandit','org.apache.mahout.math.Matrix.numCols org.apache.mahout.math.DenseMatrix.<init> org.apache.mahout.math.Matrix.viewColumn org.apache.mahout.math.Matrix.viewColumn'
'com.mapr.stats.ContextualBayesBandit.samplePi','org.apache.mahout.math.Vector.assign'
'com.mapr.stats.ContextualBayesBandit.sample','org.apache.mahout.math.Vector.maxValueIndex'
'com.mapr.stats.ContextualBayesBandit.sampleNoLink','org.apache.mahout.math.function.VectorFunction.<init> org.apache.mahout.math.Matrix.aggregateRows org.apache.mahout.math.Matrix.times'
'com.mapr.stats.ContextualBayesBandit.apply','org.apache.mahout.math.Vector.get org.apache.mahout.math.Vector.get org.apache.mahout.math.function.DoubleFunction.apply'
